시도교육청,학교도로명주소,학교도로명상세주소,"정보공시 
학교코드",학교명,홈페이지주소,설립구분,전화번호,남녀공학구분,"주 출입구 
접근로 
설치여부","장애인 전용 주차구역 
지정여부","주출입구 
높이차이 
제거여부",복도,"계단/승강기/
경사로/
휠체어리프트 유무","장애인용 대변기 
설치여부","장애인용 소변기 
설치여부"," 점자블록 
설치여부"," 유도 및 안내설비 
설치여부"," 경보 및 피난설비 
설치여부"
광주광역시교육청,광주광역시 남구 봉선로144번길 8,"(봉선동,조봉초등학교)",S050000483,정암초등학교,,공립,062-650-3503,남녀공학,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,단순설치,단순설치
광주광역시교육청,광주광역시 서구 화운로 36,(화정동),S050000485,조봉초등학교,http://www.juwol.es.kr,공립,062-602-3800,남녀공학,적정설치,적정설치,미설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,미설치
광주광역시교육청,광주광역시 광산구 목련로394번길 40-10,", 진만초등학교 (신가동)",S050000486,주월초등학교,http://jinman.es.kr,공립,062-958-5600,남녀공학,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 남구 광복마을4길 40,"(진월동,진월초등학교)",S050000487,진만초등학교,http://www.jinwoul.es.kr/,공립,062-670-3106,남녀공학,적정설치,적정설치,적정설치,단순설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 서구 상무평화로 43,", 치평초등학교 (치평동)",S050000488,진월초등학교,http://www.chipyung.es.kr/,공립,062-370-5806,남녀공학,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,적정설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 광산구 평동로 741,"(옥동,평동초등학교)",S050000489,치평초등학교,www.pdong.es.kr,공립,062-943-8296,남녀공학,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 서구 풍암중앙로 8,"(풍암동,풍암초등학교)",S050000491,평동초등학교,http://www.pungam.es.kr/,공립,626707304,남녀공학,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 광산구 수등로258번길 53,(신가동),S050000492,풍암초등학교,http://www.pungyoung.es.kr,공립,062-958-8870,남녀공학,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치
광주광역시교육청,광주광역시 광산구 산정로6번길 21-20,"(월곡동,하남중앙초등학교)",S050000493,풍영초등학교,http://www.hnja.es.kr/,공립,062-958-9104,남녀공학,적정설치,적정설치,미설치,미설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 광산구 하남대로54번길 10,(하남동),S050000498,하남중앙초등학교,http://www.k-hanam.es.kr,공립,062-951-8510,남녀공학,단순설치,적정설치,단순설치,미설치,미설치,적정설치,적정설치,적정설치,적정설치,미설치
광주광역시교육청,광주광역시 서구 화개중앙로 48,(금호동),S050000499,하남초등학교,http://hwakai.es.kr,공립,062-670-5106,남녀공학,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 서구 염화로 37,", 화정남초등학교 (화정동)",S050000501,화개초등학교,http://www.hwajungnam.es.kr/,공립,062-602-2201,남녀공학,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 서구 광천2길 33,", 효광초등학교 (광천동)",S050000502,화정남초등학교,http://www.hyogwang.es.kr,공립,062-606-8100,남녀공학,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 서구 상무시민로 51,"(치평동,계수초등학교)",S050000503,효광초등학교,http://www.gyesu.es.kr/,공립,062-380-2100,남녀공학,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 광산구 임방울대로 727-20,(월계동),S050001107,계수초등학교,http://cheomdan.es.kr,공립,062-970-3866,남녀공학,적정설치,적정설치,미설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,단순설치
광주광역시교육청,광주광역시 서구 풍암운리로23번길 5,"(풍암동,운리초등학교)",S050001114,첨단초등학교,http://www.unri.es.kr,공립,062-650-3800,남녀공학,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치
광주광역시교육청,광주광역시 광산구 사암로340번길 19,(월곡동),S050001115,운리초등학교,http://www.daeban.es.kr,공립,062-958-6800,남녀공학,적정설치,적정설치,적정설치,미설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 광산구 소촌로 122,"(소촌동, 어룡초등학교)",S050001116,대반초등학교,http://www.eor.es.kr,공립,062-949-2602,남녀공학,적정설치,적정설치,미설치,미설치,미설치,적정설치,적정설치,미설치,적정설치,단순설치
광주광역시교육청,광주광역시 북구 능안로 7,", 문우초등학교 (오치동)",S050001124,어룡초등학교,http://moonwoo.es.kr,공립,062-260-1502,남녀공학,적정설치,적정설치,단순설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 광산구 목련로 123,", 영천초등학교 (월곡동)",S050001125,문우초등학교,http://www.yeongch.es.kr,공립,062-958-5302,남녀공학,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치
광주광역시교육청,광주광역시 남구 제석로80번길 58-5,", 불로초등학교 (봉선동)",S050001134,영천초등학교,http://bullo.es.kr,공립,062-650-1808,남녀공학,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치
광주광역시교육청,광주광역시 광산구 산월로 57,", 봉산초등학교 (산월동)",S050001135,불로초등학교,http://www.bs.es.kr/,공립,062-970-1871,남녀공학,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 광산구 산월로 101,(산월동),S050001144,봉산초등학교,http://www.k-wolbong.es.kr,공립,062-970-3600,남녀공학,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 광산구 신창로35번길 67,(신가동),S050001150,월봉초등학교,http://www.k-sunchang.es.kr,공립,062-958-3270,남녀공학,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 광산구 신창로162번길 10,(신창동),S050001151,선창초등학교,http://www.g-sinchang.es.kr,공립,062-958-7170,남녀공학,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 서구 금화로 53,"(금호동,만호초등학교)",S050001152,신창초등학교,http://,공립,062-370-0200,남녀공학,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 광산구 신창로105번길 9,(신창동),S050001153,만호초등학교,http://www.sm79.es.kr,공립,062-958-4271,남녀공학,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 북구 본촌택지로30번길 22,", 본촌초등학교 (본촌동)",S050001154,수문초등학교,http://www.bonchon.es.kr,공립,062-606-6800,남녀공학,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 북구 하서로229번길 47,"(양산동,연제초등학교)",S050001164,본촌초등학교,http://www.kj-yeonje.es.kr,공립,062-605-9001,남녀공학,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 북구 자라봉로63번길 16,"(양산동,양지초등학교)",S050001165,연제초등학교,http://www.gj-yangji.es.kr/,공립,062-605-7770,남녀공학,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 서구 하남대로 710번길 19,"(동천동,광림초등학교)",S050001166,양지초등학교,http://gwangrim.es.kr,공립,062-510-3702,남녀공학,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 서구 동천로 7,(동천동),S050001167,광림초등학교,http://www.bitgoeul.es.kr,공립,062-510-2703,남녀공학,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 광산구 송정외로 6,"(도산동,도산초등학교)",S050001168,빛고을초등학교,http://www.k-dosan.es.kr,공립,062-940-7100,남녀공학,적정설치,적정설치,적정설치,단순설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 북구 유림로160번길 15,"(동림동,한울초등학교)",S050001169,도산초등학교,http://www.hanul.es.kr,공립,062-510-3602,남녀공학,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 북구 하백로5번길 10,", 하백초등학교 (매곡동)",S050001174,한울초등학교,http://www.habaek.es.kr,공립,062-570-9106,남녀공학,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 남구 효우로60번길 12,", 광주진남초등학교  (노대동)",S050001175,하백초등학교,http://www.jn.es.kr,공립,062-670-8707,남녀공학,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
광주광역시교육청,광주 광산구 목련로22번길 11,"(산정동,산정초등학교)",S050001194,진남초등학교,http://sanjeong.es.kr,공립,062-960-3505,남녀공학,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 광산구 풍영로 300,(장덕동),S050001229,산정초등학교,http://www.gosil.es.kr/,공립,062-956-8937,남녀공학,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 광산구 수등로 27,(장덕동),S050001231,고실초등학교,http://jangdeok.es.kr,공립,062-975-2307,남녀공학,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 광산구 장덕로 143,"(수완동,수완초등학교)",S050001233,장덕초등학교,http://www.suwan.es.kr,공립,062-960-9004,남녀공학,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 광산구 수등로 115,(신가동),S050001234,수완초등학교,www.keunbyeol.es.kr,공립,062-960-2404,남녀공학,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 남구 서문대로 654번길 45,(진월동),S050001235,큰별초등학교,http://www.jinje.es.kr,공립,062-717-3900,남녀공학,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 광산구 풍영로 313,", 성덕초등학교 (장덕동)",S050001239,진제초등학교,http://www.gwangju-sd.es.kr,공립,062-717-4200,남녀공학,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 광산구 선운중앙로 11,", 선운초등학교 (선암동)",S050001246,성덕초등학교,http://www.seonun.es.kr,공립,062-717-9300,남녀공학,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 북구 첨단연신로 232-10,(신용동),S050001276,선운초등학교,http://www.hi-sinyong.es.kr,공립,062-717-3500,남녀공학,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 북구 첨단연신로108번길 86,", 건국초등학교 (신용동)",S050001285,신용초등학교,http://www.geonkuk.es.kr/,공립,062-718-3503,남녀공학,적정설치,단순설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 남구 효우2로 70,(행암동),S050001287,건국초등학교,http://hyocheon.es.kr,공립,062-612-8500,남녀공학,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 광산구 수완로33번길 11,(수완동),S050001289,효천초등학교,http://eunbit.es.kr,공립,062-712-6304,남녀공학,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 광산구 풍영로101번길 22,(흑석동),S050001373,은빛초등학교,http://saebyeol.es.kr,공립,062-713-6287,남녀공학,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치
광주광역시교육청,광주광역시 북구 하서로 985,", 광주북초등학교 (효령동)",S050001416,새별초등학교,http://www.gj-buk.es.kr/,공립,062-717-1700,남녀공학,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 동구 남계길 37,(내남동),S050001440,광주북초등학교,http://www.jihan.es.kr,공립,062-220-7600,남녀공학,적정설치,적정설치,적정설치,미설치,미설치,적정설치,적정설치,적정설치,단순설치,미설치
광주광역시교육청,광주광역시 북구 용봉로 45,(용봉동),S050001464,지한초등학교,http://chonnam-am.chonnam.ac.kr/,공립,062-530-3800,남녀공학,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 북구 군왕로 234,"(각화동,각화중학교)",S000003517,전남대학교사범대학부설중학교,http://www.gakhwa.ms.kr,국립,062-250-1600,남녀공학,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,미설치,미설치,미설치
광주광역시교육청,광주광역시 북구 설죽로 369,"(삼각동, 고려중학교)",S050000169,각화중학교,www.korea.ms.kr,공립,062-570-9275,남,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 북구 금호로40번길 40,"(용봉동,광주경신중학교) ",S050000171,고려중학교,www.gsin.ms.kr,사립,062-605-4851,남녀공학,단순설치,단순설치,적정설치,미설치,미설치,적정설치,적정설치,단순설치,적정설치,적정설치
광주광역시교육청,광주광역시 북구 동문대로 50,(두암동),S050000172,광주경신중학교,,사립,062-520-2131,녀,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 북구 동문대로 50,"(풍향동, 광주동신중학교)",S050000173,광주동신여자중학교,http://k-dongshin.ms.kr/,사립,062-520-2121,남,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치
광주광역시교육청,광주광역시 동구 지원로5번길 12,"(소태동,무등중학교)",S050000174,광주동신중학교,www.mudung.ms.kr,사립,220-2300,남녀공학,적정설치,단순설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치
광주광역시교육청,광주 북구 금남로 61,"(유동,광주북성중학교)",S050000175,무등중학교,http://www.buksung.ms.kr,공립,062-607-7000,남녀공학,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 북구 모룡대길 40,"(일곡동,광주숭일중고등학교)",S050000176,광주북성중학교,http://www.soongil.ms.kr/,공립,625720177,남녀공학,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 북구 금호로 100,", 금호중앙중학교 (운암동)",S050000178,광주숭일중학교,www.kumho-jungang.ms.kr,사립,062-605-5001,남녀공학,단순설치,적정설치,적정설치,미설치,미설치,적정설치,적정설치,적정설치,적정설치,미설치
광주광역시교육청,광주광역시 광산구 왕버들로 307,(신창동),S050000180,금호중앙중학교,http://www.jinheung.ms.kr/,사립,062-960-2240,남녀공학,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 북구 하서로 55,(운암동),S050000181,광주진흥중학교,http://www.gwangju-p.ms.kr/,사립,520-8723,남녀공학,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,단순설치
광주광역시교육청,광주광역시 동구 경양로 379번길 19,(산수동),S050000182,광주체육중학교,http://choongjang.ms.kr,공립,062-230-9500,남녀공학,단순설치,적정설치,미설치,적정설치,적정설치,미설치,미설치,적정설치,적정설치,미설치
광주광역시교육청,광주광역시 북구 밤실로208번길 23,"(두암동,두암중학교)",S050000183,광주충장중학교,www.duam.ms.kr,공립,062-260-0504,남녀공학,미설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치
광주광역시교육청,광주광역시 북구 대천로 174,"(문흥동,문산중학교)",S050000185,두암중학교,http://www.kms.ms.kr,공립,062-260-3500,남녀공학,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 북구 면앙로 111,"(우산동,문화중학교)",S050000186,문산중학교,http://www.kmh.ms.kr,공립,062-260-8645,남녀공학,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 북구 능안로 2,"(문흥동,문흥중학교)",S050000188,문화중학교,http://www.munhung.ms.kr,공립,250-1524,남녀공학,적정설치,단순설치,적정설치,적정설치,적정설치,단순설치,단순설치,적정설치,적정설치,단순설치
광주광역시교육청,광주광역시 동구 필문대로273번길 21,"(지산동,살레시오)",S050000189,문흥중학교,www.salesio-g.ms.kr,공립,062-220-1500,녀,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 북구 모룡대길 67,(일곡동),S050000191,살레시오여자중학교,http://www.salesio.ms.kr,사립,062-608-9200,남,단순설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치
광주광역시교육청,광주광역시 북구 서강로 1,서강 중학교 (운암동),S050000192,살레시오중학교,http://www.seogang.ms.kr/,사립,062-520-5233,남녀공학,적정설치,적정설치,적정설치,단순설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 북구 면앙로165번길 80,"(두암동,신광중학교)",S050000193,서강중학교,http://www.shingwang.ms.kr/,사립,062-250-6556,남녀공학,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 북구 하서로229번길 30,", 양산중학교 (양산동)",S050000195,신광중학교,http://www.yangsan.ms.kr,공립,062-570-6111,남녀공학,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 북구 서하로274번길 33,", 용봉중학교 (오치동)",S050000196,양산중학교,http://www.yongbong.ms.kr,공립,062-250-5700,남녀공학,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 북구 신촌로 22,(오치동),S050000197,용봉중학교,http://www.woosan.ms.kr/,공립,062-260-5850,남녀공학,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,적정설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 동구 의재로 137,"(운림동,운림중학교)",S050000198,우산중학교,http://www.unlim.ms.kr,공립,062-230-3906,남녀공학,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 북구 서강로131번길 24,"(운암동,운암중학교)",S050000199,운림중학교,http://www.k-unam.ms.kr,공립,605-6532,남녀공학,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 북구 설죽로 570,"(일곡동,일곡중학교)",S050000200,운암중학교,http://www.ilgok.ms.kr,공립,062-570-1700,남녀공학,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 북구 일곡택지로 10,"(일곡동,일동중학교)",S050000201,일곡중학교,http://www.k-ildong.ms.kr,공립,062-608-1100,남녀공학,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 동구 필문대로 309-3,"(서석동,조선대학교부속중학교)",S050000202,일동중학교,http://www.chosun.ms.kr/,공립,062-230-2230,남,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 동구 지산로 16,"(지산동,조선대학교부속여자중학교)",S050000205,조선대학교부속중학교,http://www.chosun-g.ms.kr/,사립,062-230-9451,녀,단순설치,단순설치,단순설치,미설치,미설치,적정설치,적정설치,단순설치,미설치,미설치
광주광역시교육청,광주광역시 서구 화정로 202,"(화정동,광덕중고등학교)",S050000206,조선대학교여자중학교,www.kwangdok.ms.kr,사립,062-380-6600,남,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,미설치,미설치,미설치,미설치
광주광역시교육청,광주광역시 광산구 사암로158번길 23,(우산동),S050000363,광덕중학교,http://www.gwangsan.ms.kr,사립,062-601-6890,남녀공학,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 광산구 평동로735번길 70,(용동),S050000365,광산중학교,http://www.pdong.ms.kr,공립,062-949-5811,남녀공학,단순설치,단순설치,미설치,적정설치,단순설치,적정설치,적정설치,단순설치,단순설치,미설치
광주광역시교육청,광주광역시 서구 운천로 306,"(쌍촌동,동명중학교)",S050000366,평동중학교,www.kdm.ms.kr,공립,062-603-8128,남녀공학,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 남구 서문대로627번길 20,", 광주동성여자중학교 (진월동)",S050000368,광주동명중학교,http://www.kds-g.ms.kr/,공립,062-670-4900,녀,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 남구 서문대로627번길 20,", 광주동성중학교 (진월동)",S050000369,광주동성여자중학교,http://www.dongsung.ms.kr/,사립,062-670-4852,남,적정설치,적정설치,적정설치,미설치,미설치,적정설치,미설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 남구 중앙로 7,"(월산동,무진중학교)",S050000370,광주동성중학교,http://mujin.ms.kr,사립,062-350-5321,남녀공학,적정설치,적정설치,적정설치,단순설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 남구 진다리로24번길 13,"(백운동, 광주서광중학교)",S050000371,광주무진중학교,http://www.seokwang.ms.kr,공립,062-652-0971,남녀공학,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 서구 화정로253번길 27,", 광주서석중학교 (화정동)",S050000373,광주서광중학교,http://www.seoseok.ms.kr,공립,062-360-3900,남,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 남구 송암로 73,", 광주송원중학교 (송하동)",S050000374,광주서석중학교,http://www.swon.ms.kr,사립,062-360-5533,남녀공학,미설치,미설치,미설치,미설치,미설치,적정설치,미설치,미설치,적정설치,미설치
광주광역시교육청,광주광역시 남구 백서로 13,(양림동),S050000375,광주송원중학교,www.speer.ms.kr,사립,062-720-8282,녀,적정설치,단순설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 서구 화개중앙로 60,", 광주중학교 (금호동)",S050000376,광주수피아여자중학교,http://www.kwangju.ms.kr,사립,062-650-0700,남녀공학,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 서구 화운로 53,"(화정동,광주화정중학교)",S050000377,광주중학교,http://www.hwajeong.ms.kr,공립,062-380-3700,남녀공학,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치
광주광역시교육청,광주광역시 서구 쌍촌로15번길 8,"(쌍촌동,광주효광중학교)",S050000379,광주화정중학교,http://www.hyogwang.ms.kr.,공립,062-380-7352,남녀공학,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 광산구 목련로153번길 76,(운남동),S050000381,광주효광중학교,http://www.geumgu.ms.kr,공립,062-960-0116,남녀공학,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 남구 회재로1156번길 9,"(주월동,금당중학교)",S050000382,금구중학교,http://www.keumdang.ms.kr/,공립,062-650-0800,남녀공학,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치
광주광역시교육청,광주광역시 서구 금화로115번길 72,(금호동),S050000383,금당중학교,http://www.kumho.ms.kr,공립,062-370-0700,남녀공학,적정설치,적정설치,적정설치,미설치,미설치,적정설치,적정설치,미설치,적정설치,미설치
광주광역시교육청,광주광역시 남구 서문대로663번길 37,(진월동),S050000385,금호중학교,http://www.kds.ms.kr/,공립,062-671-0216,녀,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 남구 고싸움로164번길 28,"(지석동,대촌중학교)",S050000386,대성여자중학교,http://www.dechon.ms.kr,사립,062-712-3143,남녀공학,적정설치,적정설치,적정설치,미설치,미설치,적정설치,적정설치,적정설치,적정설치,미설치
광주광역시교육청,광주광역시 남구 오방로 16-10,"(봉선동,동아여자중학교)",S050000387,대촌중학교,www.donga.ms.kr,공립,062-650-1200,녀,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 남구 제석로 73,"(봉선동, 문성중고등학교)",S050000388,동아여자중학교,http://www.mun-sung.ms.kr,사립,062-670-7600,남,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 남구 봉선중길 14,", 봉선중학교 (봉선동)",S050000390,문성중학교,http://www.bongsun.ms.kr,사립,062-650-1300,남녀공학,적정설치,단순설치,적정설치,적정설치,미설치,단순설치,미설치,적정설치,적정설치,미설치
광주광역시교육청,광주광역시 광산구 첨단중앙로181번길 42-26,", 비아중학교 (월계동)",S050000392,봉선중학교,http://www.bia.ms.kr,공립,070-8668-7100,남녀공학,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
광주광역시교육청,광주광역시 서구 운천로 142,", 상무중학교 (쌍촌동)",S050000393,비아중학교,http://www.sangmu.ms.kr,사립,062-380-6311,남녀공학,적정설치,적정설치,적정설치,미설치,미설치,적정설치,적정설치,적정설치,적정설치,미설치
광주광역시교육청,광주광역시 서구 상일1길 31번지,,S050000394,상무중학교,http://www.sang-il.ms.kr,공립,380-0200,남녀공학,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,미설치
